"District","FIPS","Year","Grade","Subject","Variable","Measure Type","Value"
"Regional School District 13","","2014-2015","Grade 11","ELA","AverageVSS","Number","2599"
"Regional School District 13","","2014-2015","Grade 11","Math","AverageVSS","Number","2555"
"Regional School District 13","","2014-2015","Grade 3","ELA","AverageVSS","Number","2457"
"Regional School District 13","","2014-2015","Grade 3","Math","AverageVSS","Number","2451"
"Regional School District 13","","2014-2015","Grade 4","ELA","AverageVSS","Number","2503"
"Regional School District 13","","2014-2015","Grade 4","Math","AverageVSS","Number","2501"
"Regional School District 13","","2014-2015","Grade 5","ELA","AverageVSS","Number","2540"
"Regional School District 13","","2014-2015","Grade 5","Math","AverageVSS","Number","2501"
"Regional School District 13","","2014-2015","Grade 6","ELA","AverageVSS","Number","2550"
"Regional School District 13","","2014-2015","Grade 6","Math","AverageVSS","Number","2540"
"Regional School District 13","","2014-2015","Grade 7","ELA","AverageVSS","Number","2585"
"Regional School District 13","","2014-2015","Grade 7","Math","AverageVSS","Number","2551"
"Regional School District 13","","2014-2015","Grade 8","ELA","AverageVSS","Number","2600"
"Regional School District 13","","2014-2015","Grade 8","Math","AverageVSS","Number","2566"
"Regional School District 13","","2015-2016","All","ELA","Total Number of Students","Number","827"
"Regional School District 13","","2015-2016","All","Math","Total Number of Students","Number","827"
"Regional School District 13","","2015-2016","Grade 11","ELA","Total Number of Students","Number","-6666"
"Regional School District 13","","2015-2016","Grade 11","Math","Total Number of Students","Number","-6666"
"Regional School District 13","","2015-2016","Grade 3","ELA","Total Number of Students","Number","136"
"Regional School District 13","","2015-2016","Grade 3","Math","Total Number of Students","Number","136"
"Regional School District 13","","2015-2016","Grade 4","ELA","Total Number of Students","Number","115"
"Regional School District 13","","2015-2016","Grade 4","Math","Total Number of Students","Number","115"
"Regional School District 13","","2015-2016","Grade 5","ELA","Total Number of Students","Number","139"
"Regional School District 13","","2015-2016","Grade 5","Math","Total Number of Students","Number","139"
"Regional School District 13","","2015-2016","Grade 6","ELA","Total Number of Students","Number","120"
"Regional School District 13","","2015-2016","Grade 6","Math","Total Number of Students","Number","120"
"Regional School District 13","","2015-2016","Grade 7","ELA","Total Number of Students","Number","161"
"Regional School District 13","","2015-2016","Grade 7","Math","Total Number of Students","Number","161"
"Regional School District 13","","2015-2016","Grade 8","ELA","Total Number of Students","Number","156"
"Regional School District 13","","2015-2016","Grade 8","Math","Total Number of Students","Number","156"
"Regional School District 13","","2015-2016","All","ELA","Total Number Tested","Number","818"
"Regional School District 13","","2015-2016","All","Math","Total Number Tested","Number","817"
"Regional School District 13","","2015-2016","Grade 11","ELA","Total Number Tested","Number","-6666"
"Regional School District 13","","2015-2016","Grade 11","Math","Total Number Tested","Number","-6666"
"Regional School District 13","","2015-2016","Grade 3","ELA","Total Number Tested","Number","134"
"Regional School District 13","","2015-2016","Grade 3","Math","Total Number Tested","Number","134"
"Regional School District 13","","2015-2016","Grade 4","ELA","Total Number Tested","Number","113"
"Regional School District 13","","2015-2016","Grade 4","Math","Total Number Tested","Number","113"
"Regional School District 13","","2015-2016","Grade 5","ELA","Total Number Tested","Number","138"
"Regional School District 13","","2015-2016","Grade 5","Math","Total Number Tested","Number","138"
"Regional School District 13","","2015-2016","Grade 6","ELA","Total Number Tested","Number","117"
"Regional School District 13","","2015-2016","Grade 6","Math","Total Number Tested","Number","117"
"Regional School District 13","","2015-2016","Grade 7","ELA","Total Number Tested","Number","161"
"Regional School District 13","","2015-2016","Grade 7","Math","Total Number Tested","Number","161"
"Regional School District 13","","2015-2016","Grade 8","ELA","Total Number Tested","Number","155"
"Regional School District 13","","2015-2016","Grade 8","Math","Total Number Tested","Number","154"
"Regional School District 13","","2015-2016","All","ELA","Smarter Balanced Participation Rate","Percent","98.9"
"Regional School District 13","","2015-2016","All","Math","Smarter Balanced Participation Rate","Percent","98.8"
"Regional School District 13","","2015-2016","Grade 11","ELA","Smarter Balanced Participation Rate","Percent","-6666"
"Regional School District 13","","2015-2016","Grade 11","Math","Smarter Balanced Participation Rate","Percent","-6666"
"Regional School District 13","","2015-2016","Grade 3","ELA","Smarter Balanced Participation Rate","Percent","98.5"
"Regional School District 13","","2015-2016","Grade 3","Math","Smarter Balanced Participation Rate","Percent","98.5"
"Regional School District 13","","2015-2016","Grade 4","ELA","Smarter Balanced Participation Rate","Percent","98.3"
"Regional School District 13","","2015-2016","Grade 4","Math","Smarter Balanced Participation Rate","Percent","98.3"
"Regional School District 13","","2015-2016","Grade 5","ELA","Smarter Balanced Participation Rate","Percent","99.3"
"Regional School District 13","","2015-2016","Grade 5","Math","Smarter Balanced Participation Rate","Percent","99.3"
"Regional School District 13","","2015-2016","Grade 6","ELA","Smarter Balanced Participation Rate","Percent","97.5"
"Regional School District 13","","2015-2016","Grade 6","Math","Smarter Balanced Participation Rate","Percent","97.5"
"Regional School District 13","","2015-2016","Grade 7","ELA","Smarter Balanced Participation Rate","Percent","100"
"Regional School District 13","","2015-2016","Grade 7","Math","Smarter Balanced Participation Rate","Percent","100"
"Regional School District 13","","2015-2016","Grade 8","ELA","Smarter Balanced Participation Rate","Percent","99.4"
"Regional School District 13","","2015-2016","Grade 8","Math","Smarter Balanced Participation Rate","Percent","98.7"
"Regional School District 13","","2015-2016","All","ELA","Total Number with Scored Tests","Number","818"
"Regional School District 13","","2015-2016","All","Math","Total Number with Scored Tests","Number","817"
"Regional School District 13","","2015-2016","Grade 11","ELA","Total Number with Scored Tests","Number","-6666"
"Regional School District 13","","2015-2016","Grade 11","Math","Total Number with Scored Tests","Number","-6666"
"Regional School District 13","","2015-2016","Grade 3","ELA","Total Number with Scored Tests","Number","134"
"Regional School District 13","","2015-2016","Grade 3","Math","Total Number with Scored Tests","Number","134"
"Regional School District 13","","2015-2016","Grade 4","ELA","Total Number with Scored Tests","Number","113"
"Regional School District 13","","2015-2016","Grade 4","Math","Total Number with Scored Tests","Number","113"
"Regional School District 13","","2015-2016","Grade 5","ELA","Total Number with Scored Tests","Number","138"
"Regional School District 13","","2015-2016","Grade 5","Math","Total Number with Scored Tests","Number","138"
"Regional School District 13","","2015-2016","Grade 6","ELA","Total Number with Scored Tests","Number","117"
"Regional School District 13","","2015-2016","Grade 6","Math","Total Number with Scored Tests","Number","117"
"Regional School District 13","","2015-2016","Grade 7","ELA","Total Number with Scored Tests","Number","161"
"Regional School District 13","","2015-2016","Grade 7","Math","Total Number with Scored Tests","Number","161"
"Regional School District 13","","2015-2016","Grade 8","ELA","Total Number with Scored Tests","Number","155"
"Regional School District 13","","2015-2016","Grade 8","Math","Total Number with Scored Tests","Number","154"
"Regional School District 13","","2015-2016","All","ELA","AverageVSS","Number","-6666"
"Regional School District 13","","2015-2016","All","Math","AverageVSS","Number","-6666"
"Regional School District 13","","2015-2016","Grade 11","ELA","AverageVSS","Number","-6666"
"Regional School District 13","","2015-2016","Grade 11","Math","AverageVSS","Number","-6666"
"Regional School District 13","","2015-2016","Grade 3","ELA","AverageVSS","Number","2455"
"Regional School District 13","","2015-2016","Grade 3","Math","AverageVSS","Number","2449"
"Regional School District 13","","2015-2016","Grade 4","ELA","AverageVSS","Number","2511"
"Regional School District 13","","2015-2016","Grade 4","Math","AverageVSS","Number","2497"
"Regional School District 13","","2015-2016","Grade 5","ELA","AverageVSS","Number","2552"
"Regional School District 13","","2015-2016","Grade 5","Math","AverageVSS","Number","2526"
"Regional School District 13","","2015-2016","Grade 6","ELA","AverageVSS","Number","2578"
"Regional School District 13","","2015-2016","Grade 6","Math","AverageVSS","Number","2565"
"Regional School District 13","","2015-2016","Grade 7","ELA","AverageVSS","Number","2567"
"Regional School District 13","","2015-2016","Grade 7","Math","AverageVSS","Number","2553"
"Regional School District 13","","2015-2016","Grade 8","ELA","AverageVSS","Number","2600"
"Regional School District 13","","2015-2016","Grade 8","Math","AverageVSS","Number","2584"
"Regional School District 14","","2014-2015","All","ELA","Total Number of Students","Number","899"
"Regional School District 14","","2014-2015","All","Math","Total Number of Students","Number","899"
"Regional School District 14","","2014-2015","Grade 11","ELA","Total Number of Students","Number","193"
"Regional School District 14","","2014-2015","Grade 11","Math","Total Number of Students","Number","193"
"Regional School District 14","","2014-2015","Grade 3","ELA","Total Number of Students","Number","108"
"Regional School District 14","","2014-2015","Grade 3","Math","Total Number of Students","Number","108"
"Regional School District 14","","2014-2015","Grade 4","ELA","Total Number of Students","Number","131"
"Regional School District 14","","2014-2015","Grade 4","Math","Total Number of Students","Number","131"
"Regional School District 14","","2014-2015","Grade 5","ELA","Total Number of Students","Number","106"
"Regional School District 14","","2014-2015","Grade 5","Math","Total Number of Students","Number","106"
"Regional School District 14","","2014-2015","Grade 6","ELA","Total Number of Students","Number","117"
