"District","FIPS","Year","Subject","Variable","Measure Type","Value"
"Stamford Charter School for Excellence District","","2014-2015","ELA","Total Number with Scored Tests","Number","-6666"
"Stamford Charter School for Excellence District","","2014-2015","Math","Total Number with Scored Tests","Number","-6666"
"Stamford Charter School for Excellence District","","2014-2015","ELA","Level 1 Not Met Count","Number","-6666"
"Stamford Charter School for Excellence District","","2014-2015","Math","Level 1 Not Met Count","Number","-6666"
"Stamford Charter School for Excellence District","","2014-2015","ELA","Level 1 Not Met Percent","Percent","-6666"
"Stamford Charter School for Excellence District","","2014-2015","Math","Level 1 Not Met Percent","Percent","-6666"
"Stamford Charter School for Excellence District","","2014-2015","ELA","Level 2 Approaching Count","Number","-6666"
"Stamford Charter School for Excellence District","","2014-2015","Math","Level 2 Approaching Count","Number","-6666"
"Stamford Charter School for Excellence District","","2014-2015","ELA","Level 2 Approaching Percent","Percent","-6666"
"Stamford Charter School for Excellence District","","2014-2015","Math","Level 2 Approaching Percent","Percent","-6666"
"Stamford Charter School for Excellence District","","2014-2015","ELA","Level 3 Met Count","Number","-6666"
"Stamford Charter School for Excellence District","","2014-2015","Math","Level 3 Met Count","Number","-6666"
"Stamford Charter School for Excellence District","","2014-2015","ELA","Level 3 Met Percent","Percent","-6666"
"Stamford Charter School for Excellence District","","2014-2015","Math","Level 3 Met Percent","Percent","-6666"
"Stamford Charter School for Excellence District","","2014-2015","ELA","Level 4 Exceeded Count","Number","-6666"
"Stamford Charter School for Excellence District","","2014-2015","Math","Level 4 Exceeded Count","Number","-6666"
"Stamford Charter School for Excellence District","","2014-2015","ELA","Level 4 Exceeded Percent","Percent","-6666"
"Stamford Charter School for Excellence District","","2014-2015","Math","Level 4 Exceeded Percent","Percent","-6666"
"Stamford Charter School for Excellence District","","2014-2015","ELA","Level 3 & 4 Met or Exceeded Count","Number","-6666"
"Stamford Charter School for Excellence District","","2014-2015","Math","Level 3 & 4 Met or Exceeded Count","Number","-6666"
"Stamford Charter School for Excellence District","","2014-2015","ELA","Level 3 & 4 Met or Exceeded Percent","Percent","-6666"
"Stamford Charter School for Excellence District","","2014-2015","Math","Level 3 & 4 Met or Exceeded Percent","Percent","-6666"
"Stamford Charter School for Excellence District","","2015-2016","ELA","Total Number of Students","Number","-6666"
"Stamford Charter School for Excellence District","","2015-2016","Math","Total Number of Students","Number","-6666"
"Stamford Charter School for Excellence District","","2015-2016","ELA","Total Number Tested","Number","-6666"
"Stamford Charter School for Excellence District","","2015-2016","Math","Total Number Tested","Number","-6666"
"Stamford Charter School for Excellence District","","2015-2016","ELA","Smarter Balanced Participation Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2015-2016","Math","Smarter Balanced Participation Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2015-2016","ELA","Total Number with Scored Tests","Number","-6666"
"Stamford Charter School for Excellence District","","2015-2016","Math","Total Number with Scored Tests","Number","-6666"
"Stamford Charter School for Excellence District","","2015-2016","ELA","Level 1 Not Met Count","Number","-6666"
"Stamford Charter School for Excellence District","","2015-2016","Math","Level 1 Not Met Count","Number","-6666"
"Stamford Charter School for Excellence District","","2015-2016","ELA","Level 1 Not Met Percent","Percent","-6666"
"Stamford Charter School for Excellence District","","2015-2016","Math","Level 1 Not Met Percent","Percent","-6666"
"Stamford Charter School for Excellence District","","2015-2016","ELA","Level 2 Approaching Count","Number","-6666"
"Stamford Charter School for Excellence District","","2015-2016","Math","Level 2 Approaching Count","Number","-6666"
"Stamford Charter School for Excellence District","","2015-2016","ELA","Level 2 Approaching Percent","Percent","-6666"
"Stamford Charter School for Excellence District","","2015-2016","Math","Level 2 Approaching Percent","Percent","-6666"
"Stamford Charter School for Excellence District","","2015-2016","ELA","Level 3 Met Count","Number","-6666"
"Stamford Charter School for Excellence District","","2015-2016","Math","Level 3 Met Count","Number","-6666"
"Stamford Charter School for Excellence District","","2015-2016","ELA","Level 3 Met Percent","Percent","-6666"
"Stamford Charter School for Excellence District","","2015-2016","Math","Level 3 Met Percent","Percent","-6666"
"Stamford Charter School for Excellence District","","2015-2016","ELA","Level 4 Exceeded Count","Number","-6666"
"Stamford Charter School for Excellence District","","2015-2016","Math","Level 4 Exceeded Count","Number","-6666"
"Stamford Charter School for Excellence District","","2015-2016","ELA","Level 4 Exceeded Percent","Percent","-6666"
"Stamford Charter School for Excellence District","","2015-2016","Math","Level 4 Exceeded Percent","Percent","-6666"
"Stamford Charter School for Excellence District","","2015-2016","ELA","Level 3 & 4 Met or Exceeded Count","Number","-6666"
"Stamford Charter School for Excellence District","","2015-2016","Math","Level 3 & 4 Met or Exceeded Count","Number","-6666"
"Stamford Charter School for Excellence District","","2015-2016","ELA","Level 3 & 4 Met or Exceeded Percent","Percent","-6666"
"Stamford Charter School for Excellence District","","2015-2016","Math","Level 3 & 4 Met or Exceeded Percent","Percent","-6666"
"Stamford School District","900173070","2014-2015","ELA","Total Number of Students","Number","8056"
"Stamford School District","900173070","2014-2015","Math","Total Number of Students","Number","8057"
"Stamford School District","900173070","2014-2015","ELA","Total Number Tested","Number","7786"
"Stamford School District","900173070","2014-2015","Math","Total Number Tested","Number","7850"
"Stamford School District","900173070","2014-2015","ELA","Smarter Balanced Participation Rate","Percent","96.6"
"Stamford School District","900173070","2014-2015","Math","Smarter Balanced Participation Rate","Percent","97.4"
"Stamford School District","900173070","2014-2015","ELA","Total Number with Scored Tests","Number","7774"
"Stamford School District","900173070","2014-2015","Math","Total Number with Scored Tests","Number","7842"
"Stamford School District","900173070","2014-2015","ELA","Level 1 Not Met Count","Number","1968"
"Stamford School District","900173070","2014-2015","Math","Level 1 Not Met Count","Number","2869"
"Stamford School District","900173070","2014-2015","ELA","Level 1 Not Met Percent","Percent","25.3"
"Stamford School District","900173070","2014-2015","Math","Level 1 Not Met Percent","Percent","36.6"
"Stamford School District","900173070","2014-2015","ELA","Level 2 Approaching Count","Number","1988"
"Stamford School District","900173070","2014-2015","Math","Level 2 Approaching Count","Number","2080"
"Stamford School District","900173070","2014-2015","ELA","Level 2 Approaching Percent","Percent","25.6"
"Stamford School District","900173070","2014-2015","Math","Level 2 Approaching Percent","Percent","26.5"
"Stamford School District","900173070","2014-2015","ELA","Level 3 Met Count","Number","2359"
"Stamford School District","900173070","2014-2015","Math","Level 3 Met Count","Number","1661"
"Stamford School District","900173070","2014-2015","ELA","Level 3 Met Percent","Percent","30.3"
"Stamford School District","900173070","2014-2015","Math","Level 3 Met Percent","Percent","21.2"
"Stamford School District","900173070","2014-2015","ELA","Level 4 Exceeded Count","Number","1459"
"Stamford School District","900173070","2014-2015","Math","Level 4 Exceeded Count","Number","1232"
"Stamford School District","900173070","2014-2015","ELA","Level 4 Exceeded Percent","Percent","18.8"
"Stamford School District","900173070","2014-2015","Math","Level 4 Exceeded Percent","Percent","15.7"
"Stamford School District","900173070","2014-2015","ELA","Level 3 & 4 Met or Exceeded Count","Number","3818"
"Stamford School District","900173070","2014-2015","Math","Level 3 & 4 Met or Exceeded Count","Number","2893"
"Stamford School District","900173070","2014-2015","ELA","Level 3 & 4 Met or Exceeded Percent","Percent","49.1"
"Stamford School District","900173070","2014-2015","Math","Level 3 & 4 Met or Exceeded Percent","Percent","36.9"
"Stamford School District","900173070","2015-2016","ELA","Total Number of Students","Number","7055"
"Stamford School District","900173070","2015-2016","Math","Total Number of Students","Number","7056"
"Stamford School District","900173070","2015-2016","ELA","Total Number Tested","Number","6992"
"Stamford School District","900173070","2015-2016","Math","Total Number Tested","Number","6985"
"Stamford School District","900173070","2015-2016","ELA","Smarter Balanced Participation Rate","Percent","99.1"
"Stamford School District","900173070","2015-2016","Math","Smarter Balanced Participation Rate","Percent","99.0"
"Stamford School District","900173070","2015-2016","ELA","Total Number with Scored Tests","Number","6992"
"Stamford School District","900173070","2015-2016","Math","Total Number with Scored Tests","Number","6985"
"Stamford School District","900173070","2015-2016","ELA","Level 1 Not Met Count","Number","1868"
"Stamford School District","900173070","2015-2016","Math","Level 1 Not Met Count","Number","2170"
"Stamford School District","900173070","2015-2016","ELA","Level 1 Not Met Percent","Percent","26.7"
"Stamford School District","900173070","2015-2016","Math","Level 1 Not Met Percent","Percent","31.1"
"Stamford School District","900173070","2015-2016","ELA","Level 2 Approaching Count","Number","1649"
"Stamford School District","900173070","2015-2016","Math","Level 2 Approaching Count","Number","1949"
"Stamford School District","900173070","2015-2016","ELA","Level 2 Approaching Percent","Percent","23.6"
"Stamford School District","900173070","2015-2016","Math","Level 2 Approaching Percent","Percent","27.9"
"Stamford School District","900173070","2015-2016","ELA","Level 3 Met Count","Number","2043"
"Stamford School District","900173070","2015-2016","Math","Level 3 Met Count","Number","1527"
"Stamford School District","900173070","2015-2016","ELA","Level 3 Met Percent","Percent","29.2"
"Stamford School District","900173070","2015-2016","Math","Level 3 Met Percent","Percent","21.9"
"Stamford School District","900173070","2015-2016","ELA","Level 4 Exceeded Count","Number","1432"
"Stamford School District","900173070","2015-2016","Math","Level 4 Exceeded Count","Number","1339"
"Stamford School District","900173070","2015-2016","ELA","Level 4 Exceeded Percent","Percent","20.5"
"Stamford School District","900173070","2015-2016","Math","Level 4 Exceeded Percent","Percent","19.2"
"Stamford School District","900173070","2015-2016","ELA","Level 3 & 4 Met or Exceeded Count","Number","3475"
